quality_ok,snapshot_at,observed_at,org,program_count,programs,city,state,status,http_status,error,missing_metrics,source_url,totalRegisteredCameras,totalIntegratedCameras,totalOwnedCameras,totalSharedCameras,totalMaxCameras,subscribedCameras
True,2026-09-15T23:17:26Z,2026-09-15T23:18:14Z,charlestonpd,1,Connect Charleston,Charleston,SC,ok,200,,,https://api.fususone.com/api/public/organizations/charlestonpd/stats/,300,577,501,25,500,466
True,2026-09-15T23:17:26Z,2026-09-15T23:18:15Z,charlottecounty,1,Connect Charlotte County,Charlotte County,FL,ok,200,,,https://api.fususone.com/api/public/organizations/charlottecounty/stats/,2327,3826,353,3391,1500,330
True,2026-09-15T23:17:26Z,2026-09-15T23:18:16Z,charlottemecklenburg,1,Connect Charlotte,Charlotte,NC,ok,200,,,https://api.fususone.com/api/public/organizations/charlottemecklenburg/stats/,3086,1728,1523,21,1500,1377
True,2026-09-15T23:17:26Z,2026-09-15T23:18:17Z,chattanoogapd,1,Dragonfly Community Connect,Chattanooga,TN,ok,200,,,https://api.fususone.com/api/public/organizations/chattanoogapd/stats/,0,774,773,1,1500,764
True,2026-09-15T23:17:26Z,2026-09-15T23:18:18Z,cherokeega,1,Connect Cherokee,Cherokee County,GA,ok,200,,,https://api.fususone.com/api/public/organizations/cherokeega/stats/,624,13420,622,548,2500,566
True,2026-09-15T23:17:26Z,2026-09-15T23:18:19Z,chesterfieldcounty,1,Chesterfield Community Connect Program,Chesterfield County,VA,ok,200,,,https://api.fususone.com/api/public/organizations/chesterfieldcounty/stats/,768,11171,1010,10099,4500,949
True,2026-09-15T23:17:26Z,2026-09-15T23:18:20Z,chicagoheights,1,Connect Chicago Heights,Chicago Heights,IL,ok,200,,,https://api.fususone.com/api/public/organizations/chicagoheights/stats/,221,1221,1168,0,500,725
True,2026-09-15T23:17:26Z,2026-09-15T23:18:21Z,chicopee,1,Connect Chicopee,Chicopee,MA,ok,200,,,https://api.fususone.com/api/public/organizations/chicopee/stats/,128,512,512,0,1500,509
True,2026-09-15T23:17:26Z,2026-09-15T23:18:22Z,ciceropd,1,Cicero SAFE (Shared Access For Enforcement),Cicero,IL,ok,200,,,https://api.fususone.com/api/public/organizations/ciceropd/stats/,29,549,549,0,1500,541
True,2026-09-15T23:17:26Z,2026-09-15T23:18:23Z,cincinnatipd,1,Connect Cincinnati,Cincinnati,OH,ok,200,,,https://api.fususone.com/api/public/organizations/cincinnatipd/stats/,1713,844,801,43,1500,746
True,2026-09-15T23:17:26Z,2026-09-15T23:18:24Z,cityofatlanta,1,Connect Atlanta,Atlanta,GA,ok,200,,,https://api.fususone.com/api/public/organizations/cityofatlanta/stats/,17517,28373,2583,11643,29250,2549
True,2026-09-15T23:17:26Z,2026-09-15T23:18:25Z,cityofcanton,1,Connect Canton,Canton,MS,ok,200,,,https://api.fususone.com/api/public/organizations/cityofcanton/stats/,0,31,0,31,10000,0
True,2026-09-15T23:17:26Z,2026-09-15T23:18:26Z,cityofdoralpd,1,Connect Doral,Doral,FL,ok,200,,,https://api.fususone.com/api/public/organizations/cityofdoralpd/stats/,221,3425,397,3028,10000,243
True,2026-09-15T23:17:26Z,2026-09-15T23:18:27Z,cityofhawthorne,1,Connect Hawthorne,Hawthorne,CA,ok,200,,,https://api.fususone.com/api/public/organizations/cityofhawthorne/stats/,0,3715,874,2841,1500,844
True,2026-09-15T23:17:26Z,2026-09-15T23:18:28Z,cityofmanchester,1,Connect Manchester,City of Manchester,NH,ok,200,,,https://api.fususone.com/api/public/organizations/cityofmanchester/stats/,584,1006,436,570,1500,434
True,2026-09-15T23:17:26Z,2026-09-15T23:18:29Z,cityofmiamipd,1,Connect Miami,Miami,FL,ok,200,,,https://api.fususone.com/api/public/organizations/cityofmiamipd/stats/,2406,4383,1249,2905,1500,1231
True,2026-09-15T23:17:26Z,2026-09-15T23:18:30Z,cityofnewark,1,Connect Newark,Newark,NJ,ok,200,,,https://api.fususone.com/api/public/organizations/cityofnewark/stats/,1208,929,497,231,500,488
True,2026-09-15T23:17:26Z,2026-09-15T23:18:31Z,cityofomaha,1,Connect Omaha,Omaha,NE,ok,200,,,https://api.fususone.com/api/public/organizations/cityofomaha/stats/,1257,1559,760,698,1500,685
True,2026-09-15T23:17:26Z,2026-09-15T23:18:32Z,cityofoxford,1,Connect Oxford,City of Oxford,AL,ok,200,,,https://api.fususone.com/api/public/organizations/cityofoxford/stats/,12,1126,324,753,1500,321
True,2026-09-15T23:17:26Z,2026-09-15T23:18:33Z,cityofroswell,1,Connect Roswell,Roswell,GA,ok,200,,,https://api.fususone.com/api/public/organizations/cityofroswell/stats/,653,10641,512,373,2793,511
True,2026-09-15T23:17:26Z,2026-09-15T23:18:34Z,cityofshreveport,1,Connect Shreveport,Shreveport,LA,ok,200,,,https://api.fususone.com/api/public/organizations/cityofshreveport/stats/,1141,2829,2320,509,1500,2332
True,2026-09-15T23:17:26Z,2026-09-15T23:18:35Z,cityofstarkville,1,Connect Starkville,Starkville,MS,ok,200,,,https://api.fususone.com/api/public/organizations/cityofstarkville/stats/,879,851,574,277,500,563
True,2026-09-15T23:17:26Z,2026-09-15T23:18:36Z,cityofws,1,Connect Winston-Salem,the City of Winston-Salem,NC,ok,200,,,https://api.fususone.com/api/public/organizations/cityofws/stats/,1678,3276,1740,362,2000,1724
True,2026-09-15T23:17:26Z,2026-09-15T23:18:37Z,claycountysheriff,1,Connect Clay County,Clay County,FL,ok,200,,,https://api.fususone.com/api/public/organizations/claycountysheriff/stats/,158,3433,3265,126,2000,3260
True,2026-09-15T23:17:26Z,2026-09-15T23:18:38Z,claytoncountypd,1,Connect Clayton County,Clayton County,GA,ok,200,,,https://api.fususone.com/api/public/organizations/claytoncountypd/stats/,398,10827,1025,294,8814,1010
True,2026-09-15T23:17:26Z,2026-09-15T23:18:39Z,clearwaterpd,1,Clearwater Camera Sharing,Clearwater,FL,ok,200,,,https://api.fususone.com/api/public/organizations/clearwaterpd/stats/,693,912,842,70,10000,792
True,2026-09-15T23:17:26Z,2026-09-15T23:18:40Z,clermontpd,1,Connect Clermont,Clermont,FL,ok,200,,,https://api.fususone.com/api/public/organizations/clermontpd/stats/,74,664,69,595,150,63
True,2026-09-15T23:17:26Z,2026-09-15T23:18:41Z,clevelanddps,1,Safe Smart CLE,Cleveland,OH,ok,200,,,https://api.fususone.com/api/public/organizations/clevelanddps/stats/,1763,4169,4050,0,2375,4053
True,2026-09-15T23:17:26Z,2026-09-15T23:18:42Z,clevelandmetroparksoh,1,Cleveland Metroparks Connect,Cleveland Metroparks,OH,ok,200,,,https://api.fususone.com/api/public/organizations/clevelandmetroparksoh/stats/,0,24,24,0,0,24
True,2026-09-15T23:17:26Z,2026-09-15T23:18:43Z,cobbcountypd,1,Connect Cobb ,Cobb County,GA,ok,200,,,https://api.fususone.com/api/public/organizations/cobbcountypd/stats/,3543,12810,1277,4093,9008,997
True,2026-09-15T23:17:26Z,2026-09-15T23:18:44Z,collegeparkga,1,Connect College Park,College Park,GA,ok,200,,,https://api.fususone.com/api/public/organizations/collegeparkga/stats/,0,10505,171,426,2539,143
True,2026-09-15T23:17:26Z,2026-09-15T23:18:45Z,coloradospringspd,1,Together COS,Colorado Springs,CO,ok,200,,,https://api.fususone.com/api/public/organizations/coloradospringspd/stats/,1313,1084,945,139,750,844
True,2026-09-15T23:17:26Z,2026-09-15T23:18:46Z,coltonpdca,1,Connect Colton,Colton,CA,ok,200,,,https://api.fususone.com/api/public/organizations/coltonpdca/stats/,345,28,19,9,0,19
True,2026-09-15T23:17:26Z,2026-09-15T23:18:47Z,columbuspdga,1,Connect Columbus,"Columbus, Georgia",GA,ok,200,,,https://api.fususone.com/api/public/organizations/columbuspdga/stats/,2439,566,566,0,1500,557
True,2026-09-15T23:17:26Z,2026-09-15T23:18:48Z,connectnewportrichey,1,Connect New Port Richey,New Port Richey,FL,ok,200,,,https://api.fususone.com/api/public/organizations/connectnewportrichey/stats/,6,8,8,0,0,8
True,2026-09-15T23:17:26Z,2026-09-15T23:18:49Z,connecttallahassee,1,Connect Tallahassee,Tallahassee,FL,ok,200,,,https://api.fususone.com/api/public/organizations/connecttallahassee/stats/,253,369,369,0,1500,349
True,2026-09-15T23:17:26Z,2026-09-15T23:18:50Z,covinapdca,1,SaferCovina,Covina,CA,ok,200,,,https://api.fususone.com/api/public/organizations/covinapdca/stats/,15,2,2,0,150,0
True,2026-09-15T23:17:26Z,2026-09-15T23:18:51Z,crestviewpdfl,1,Connect Crestview,Crestview,FL,ok,200,,,https://api.fususone.com/api/public/organizations/crestviewpdfl/stats/,0,52,52,0,0,20
True,2026-09-15T23:17:26Z,2026-09-15T23:18:52Z,crestwoodpdil,1,Connect Crestwood,Crestwood,MN,ok,200,,,https://api.fususone.com/api/public/organizations/crestwoodpdil/stats/,0,90,4,86,0,0
True,2026-09-15T23:17:26Z,2026-09-15T23:18:53Z,cummingpdga,1,Connect Cumming,Cumming,GA,ok,200,,,https://api.fususone.com/api/public/organizations/cummingpdga/stats/,5,3094,167,367,1500,149
True,2026-09-15T23:17:26Z,2026-09-15T23:18:54Z,dallaspd,1,Connect Dallas,Dallas,TX,ok,200,,,https://api.fususone.com/api/public/organizations/dallaspd/stats/,4054,1499,1140,358,1500,1040
True,2026-09-15T23:17:26Z,2026-09-15T23:18:55Z,dalycitypdca,1,Connect Daly City,Daly City,CA,ok,200,,,https://api.fususone.com/api/public/organizations/dalycitypdca/stats/,23,87,46,41,450,15
True,2026-09-15T23:17:26Z,2026-09-15T23:18:56Z,danvillepd,1,"One Community, Connect Danville",Danville,VA,ok,200,,,https://api.fususone.com/api/public/organizations/danvillepd/stats/,418,1755,342,1413,500,341
True,2026-09-15T23:17:26Z,2026-09-15T23:18:57Z,dbsfl,1,Connect Daytona Beach Shores,Daytona Beach Shores,FL,ok,200,,,https://api.fususone.com/api/public/organizations/dbsfl/stats/,3,72,72,0,0,70
True,2026-09-15T23:17:26Z,2026-09-15T23:18:58Z,dcmetro,1,CameraConnectDC,Washington DC,DC,ok,200,,,https://api.fususone.com/api/public/organizations/dcmetro/stats/,44118,1454,1259,119,4500,1127
True,2026-09-15T23:17:26Z,2026-09-15T23:18:59Z,dealpdnj,1,Connect Deal,Deal,NJ,ok,200,,,https://api.fususone.com/api/public/organizations/dealpdnj/stats/,322,976,224,0,0,224
True,2026-09-15T23:17:26Z,2026-09-15T23:19:00Z,dearbornpdmi,1,Connect Dearborn,Dearborn,MI,ok,200,,,https://api.fususone.com/api/public/organizations/dearbornpdmi/stats/,686,674,513,4,1500,499
True,2026-09-15T23:17:26Z,2026-09-15T23:19:01Z,dekalbcountyga,1,Connect DeKalb County,DeKalb County,GA,ok,200,,,https://api.fususone.com/api/public/organizations/dekalbcountyga/stats/,3513,9123,901,44,1500,751
True,2026-09-15T23:17:26Z,2026-09-15T23:19:02Z,delraybeach,1,Connect Delray Beach,Delray Beach,FL,ok,200,,,https://api.fususone.com/api/public/organizations/delraybeach/stats/,887,523,297,0,500,286
True,2026-09-15T23:17:26Z,2026-09-15T23:19:03Z,dentonpdtx,1,Denton Connects,Denton,TX,ok,200,,,https://api.fususone.com/api/public/organizations/dentonpdtx/stats/,2,186,186,0,0,183
True,2026-09-15T23:17:26Z,2026-09-15T23:19:04Z,dothanpd,1,Connect Dothan,Dothan,AL,ok,200,,,https://api.fususone.com/api/public/organizations/dothanpd/stats/,0,186,186,0,0,178
True,2026-09-15T23:17:26Z,2026-09-15T23:19:05Z,douglascountysonv,1,Safer Douglas County,Douglas County,NV,ok,200,,,https://api.fususone.com/api/public/organizations/douglascountysonv/stats/,0,50,50,0,100,50
True,2026-09-15T23:17:26Z,2026-09-15T23:19:06Z,douglasvillepolice,1,Connect Douglasville,Douglasville ,GA,ok,200,,,https://api.fususone.com/api/public/organizations/douglasvillepolice/stats/,260,12889,397,3354,10000,397
True,2026-09-15T23:17:26Z,2026-09-15T23:19:07Z,duncanvillepdtx,1,Connect Duncanville,Duncanville,TX,ok,200,,,https://api.fususone.com/api/public/organizations/duncanvillepdtx/stats/,15,128,120,8,0,116
True,2026-09-15T23:17:26Z,2026-09-15T23:19:08Z,eaganpdmn,1,Connect Eagan,Eagan,MN,ok,200,,,https://api.fususone.com/api/public/organizations/eaganpdmn/stats/,21,76,76,0,0,76
True,2026-09-15T23:17:26Z,2026-09-15T23:19:09Z,eastbatonrougesola,1,Connect East Baton Rouge,East Baton Rouge,LA,ok,200,,,https://api.fususone.com/api/public/organizations/eastbatonrougesola/stats/,28,66,27,39,500,27
True,2026-09-15T23:17:26Z,2026-09-15T23:19:10Z,eastpointpdga,1,Connect East Point,East Point,GA,ok,200,,,https://api.fususone.com/api/public/organizations/eastpointpdga/stats/,60,5112,382,469,500,374
True,2026-09-15T23:17:26Z,2026-09-15T23:19:11Z,elcajonpdca,1,Connect El Cajon,El Cajon,CA,ok,200,,,https://api.fususone.com/api/public/organizations/elcajonpdca/stats/,51,221,185,36,0,166
True,2026-09-15T23:17:26Z,2026-09-15T23:19:12Z,elizabethnj,1,Connect Elizabeth,Elizabeth,NJ,ok,200,,,https://api.fususone.com/api/public/organizations/elizabethnj/stats/,184,3442,625,2566,2690,594
True,2026-09-15T23:17:26Z,2026-09-15T23:19:13Z,elyriapdoh,1,Connect Elyria,Elyria,OH,ok,200,,,https://api.fususone.com/api/public/organizations/elyriapdoh/stats/,174,280,231,49,150,219
True,2026-09-15T23:17:26Z,2026-09-15T23:19:14Z,escambiafl,1,Star Network,Escambia County,FL,ok,200,,,https://api.fususone.com/api/public/organizations/escambiafl/stats/,1488,1265,917,109,1500,367
True,2026-09-15T23:17:26Z,2026-09-15T23:19:15Z,euclidpdoh,1,Connect Euclid,Euclid,OH,ok,200,,,https://api.fususone.com/api/public/organizations/euclidpdoh/stats/,288,209,209,0,0,209
True,2026-09-15T23:17:26Z,2026-09-15T23:19:16Z,eurekapdmo,1,Connect Eureka,Eureka,MO,ok,200,,,https://api.fususone.com/api/public/organizations/eurekapdmo/stats/,183,11,0,11,0,0
True,2026-09-15T23:17:26Z,2026-09-15T23:19:17Z,fairfaxcopd,1,Connect Fairfax County,Fairfax County,VA,ok,200,,,https://api.fususone.com/api/public/organizations/fairfaxcopd/stats/,3526,2188,724,1425,1500,623
True,2026-09-15T23:17:26Z,2026-09-15T23:19:18Z,farmingtonpd,2,Connect Farmington,Farmington ,NM,ok,200,,,https://api.fususone.com/api/public/organizations/farmingtonpd/stats/,55,545,545,0,1500,529
True,2026-09-15T23:17:26Z,2026-09-15T23:19:19Z,fayettevillepd,1,Connect Fayetteville,Fayetteville,NC,ok,200,,,https://api.fususone.com/api/public/organizations/fayettevillepd/stats/,1532,533,442,48,1500,439
True,2026-09-15T23:17:26Z,2026-09-15T23:19:20Z,federalwaypdwa,1,Connect Federal Way,Federal Way,WA,ok,200,,,https://api.fususone.com/api/public/organizations/federalwaypdwa/stats/,0,247,247,0,0,242
True,2026-09-15T23:17:26Z,2026-09-15T23:19:21Z,flaglercountysheriff,1,Connect Flagler County,Flagler County,FL,ok,200,,,https://api.fususone.com/api/public/organizations/flaglercountysheriff/stats/,932,2169,1962,0,10000,1942
True,2026-09-15T23:17:26Z,2026-09-15T23:19:22Z,forestparkpd,1,Connect Forest Park,Forest Park,GA,ok,200,,,https://api.fususone.com/api/public/organizations/forestparkpd/stats/,13,10503,239,295,10000,221
True,2026-09-15T23:17:26Z,2026-09-15T23:19:23Z,forsyth,1,Connect Forsyth County,"Forsyth County, NC",SC,ok,200,,,https://api.fususone.com/api/public/organizations/forsyth/stats/,1441,1052,495,183,500,475
True,2026-09-15T23:17:26Z,2026-09-15T23:19:24Z,forsythcosoga,1,Connect Forsyth County,Forsyth County,GA,ok,200,,,https://api.fususone.com/api/public/organizations/forsythcosoga/stats/,776,6923,93,3347,1500,93
True,2026-09-15T23:17:26Z,2026-09-15T23:19:25Z,fortbendcounty,1,Connect Fort Bend,Fort Bend County,TX,ok,200,,,https://api.fususone.com/api/public/organizations/fortbendcounty/stats/,559,205,201,4,500,201
True,2026-09-15T23:17:26Z,2026-09-15T23:19:26Z,fortwaltonbeachpd,1,Connect Fort Walton Beach,Fort Walton Beach,FL,ok,200,,,https://api.fususone.com/api/public/organizations/fortwaltonbeachpd/stats/,6,261,222,9,300,226
True,2026-09-15T23:17:26Z,2026-09-15T23:19:27Z,garypd,1,Connect Gary,Gary,IN,ok,200,,,https://api.fususone.com/api/public/organizations/garypd/stats/,1672,1321,795,0,1500,750
True,2026-09-15T23:17:26Z,2026-09-15T23:19:28Z,glendorapdca,1,Connect Glendora,Glendora,CA,ok,200,,,https://api.fususone.com/api/public/organizations/glendorapdca/stats/,20,101,101,0,0,101
True,2026-09-15T23:17:26Z,2026-09-15T23:19:29Z,grapevinepdtx,1,Connect Grapevine,Grapevine,TX,ok,200,,,https://api.fususone.com/api/public/organizations/grapevinepdtx/stats/,2,261,230,25,1,213
True,2026-09-15T23:17:26Z,2026-09-15T23:19:30Z,greeleypd,1,Connect Greeley,Greeley,CO,ok,200,,,https://api.fususone.com/api/public/organizations/greeleypd/stats/,247,2415,245,2170,1500,229
True,2026-09-15T23:17:26Z,2026-09-15T23:19:31Z,greensboropd,1,Connect Greensboro,Greensboro,NC,ok,200,,,https://api.fususone.com/api/public/organizations/greensboropd/stats/,752,1178,716,156,1501,676
True,2026-09-15T23:17:26Z,2026-09-15T23:19:32Z,greenvillecsosc,1,Connect Greenville County,Greenville County,SC,ok,200,,,https://api.fususone.com/api/public/organizations/greenvillecsosc/stats/,203,281,232,49,3000,232
True,2026-09-15T23:17:26Z,2026-09-15T23:19:33Z,guilfordsheriff,1,Connect Guilford County,Guilford County ,NC,ok,200,,,https://api.fususone.com/api/public/organizations/guilfordsheriff/stats/,869,226,181,40,500,180
True,2026-09-15T23:17:26Z,2026-09-15T23:19:34Z,hainescitypdfl,1,Connect Haines City,Haines City,FL,ok,200,,,https://api.fususone.com/api/public/organizations/hainescitypdfl/stats/,3,127,127,0,150,125
True,2026-09-15T23:17:26Z,2026-09-15T23:19:35Z,hamiltoncoso,1,Connect Hamilton County,Hamilton County,OH,ok,200,,,https://api.fususone.com/api/public/organizations/hamiltoncoso/stats/,1692,472,472,0,2000,472
True,2026-09-15T23:17:26Z,2026-09-15T23:19:36Z,hammondpd,1,Hammond BlueNET,Hammond,IN,ok,200,,,https://api.fususone.com/api/public/organizations/hammondpd/stats/,1221,1325,1193,10,1500,823
True,2026-09-15T23:17:26Z,2026-09-15T23:19:37Z,hamptonpdva,1,Connect Hampton,Hampton,VA,ok,200,,,https://api.fususone.com/api/public/organizations/hamptonpdva/stats/,2,162,161,1,1,153
True,2026-09-15T23:17:26Z,2026-09-15T23:19:38Z,hanoverparkpdil,1,Connect Hanover Park,Hanover Park,IL,ok,200,,,https://api.fususone.com/api/public/organizations/hanoverparkpdil/stats/,0,70,70,0,225,66
True,2026-09-15T23:17:26Z,2026-09-15T23:19:39Z,harrisoncso,1,Connect Harrison County,Harrison County,MS,ok,200,,,https://api.fususone.com/api/public/organizations/harrisoncso/stats/,549,504,76,57,1000,72
True,2026-09-15T23:17:26Z,2026-09-15T23:19:40Z,hartfordpd,1,Connect Hartford,Hartford,CT,ok,200,,,https://api.fususone.com/api/public/organizations/hartfordpd/stats/,228,1101,1101,0,2000,646
True,2026-09-15T23:17:26Z,2026-09-15T23:19:41Z,harveypdil,1,Connect Harvey,Harvey,IL,ok,200,,,https://api.fususone.com/api/public/organizations/harveypdil/stats/,0,55,55,0,1500,34
True,2026-09-15T23:17:26Z,2026-09-15T23:19:42Z,hcso,1,Connect Hillsborough,Hillsborough County,FL,ok,200,,,https://api.fususone.com/api/public/organizations/hcso/stats/,289,4851,1653,3151,1000,1575
True,2026-09-15T23:17:26Z,2026-09-15T23:19:43Z,hennepincountyso,1,Connect Hennepin County,Hennepin County,MN,ok,200,,,https://api.fususone.com/api/public/organizations/hennepincountyso/stats/,451,3015,389,1766,1500,389
True,2026-09-15T23:17:26Z,2026-09-15T23:19:44Z,henricocountypdva,1,Connect Henrico County,Henrico County,VA,ok,200,,,https://api.fususone.com/api/public/organizations/henricocountypdva/stats/,66,2234,809,1385,1500,811
True,2026-09-15T23:17:26Z,2026-09-15T23:19:45Z,henrycountypd,1,Henry Safer Together,Henry County,GA,ok,200,,,https://api.fususone.com/api/public/organizations/henrycountypd/stats/,4971,13830,677,3626,7950,670
True,2026-09-15T23:17:26Z,2026-09-15T23:19:46Z,herndonpdva,1,Connect Herndon,Herndon,VA,ok,200,,,https://api.fususone.com/api/public/organizations/herndonpdva/stats/,26,42,42,0,150,42
True,2026-09-15T23:17:26Z,2026-09-15T23:19:47Z,highpointncpd,1,Link High Point,High Point,NC,ok,200,,,https://api.fususone.com/api/public/organizations/highpointncpd/stats/,1243,573,474,0,500,468
True,2026-09-15T23:17:26Z,2026-09-15T23:19:48Z,hoodcoso,1,Connect Hood County,Hood County,TX,ok,200,,,https://api.fususone.com/api/public/organizations/hoodcoso/stats/,0,222,222,0,0,222
True,2026-09-15T23:17:26Z,2026-09-15T23:19:49Z,hooverpd,1,Connect Hoover,Hoover,AL,ok,200,,,https://api.fususone.com/api/public/organizations/hooverpd/stats/,36,917,393,0,1500,391
True,2026-09-15T23:17:26Z,2026-09-15T23:19:50Z,hopemillspd,1,Connect Hope Mills,Hope Mills,NC,ok,200,,,https://api.fususone.com/api/public/organizations/hopemillspd/stats/,17,335,63,0,10000,63
True,2026-09-15T23:17:26Z,2026-09-15T23:19:51Z,ilstatepolice,1,Connect Illinois,Illinois,IL,ok,200,,,https://api.fususone.com/api/public/organizations/ilstatepolice/stats/,18,1476,789,0,1500,786
True,2026-09-15T23:17:26Z,2026-09-15T23:19:52Z,indianriversheriff,1,Connect Indian River County,Indian River County,FL,ok,200,,,https://api.fususone.com/api/public/organizations/indianriversheriff/stats/,220,2492,808,1530,1500,738
True,2026-09-15T23:17:26Z,2026-09-15T23:19:53Z,irvingpdtx,1,Connect Irving,Irving,TX,ok,200,,,https://api.fususone.com/api/public/organizations/irvingpdtx/stats/,61,1446,1246,200,1500,1158
True,2026-09-15T23:17:26Z,2026-09-15T23:19:54Z,jacksonms,1,Connect Jackson MS,Jackson,MS,ok,200,,,https://api.fususone.com/api/public/organizations/jacksonms/stats/,324,1246,735,505,2067,728
True,2026-09-15T23:17:26Z,2026-09-15T23:19:55Z,jacksonpdtn,1,"Safe Jackson, TN",Jackson,TN,ok,200,,,https://api.fususone.com/api/public/organizations/jacksonpdtn/stats/,0,364,302,0,500,281
True,2026-09-15T23:17:26Z,2026-09-15T23:19:56Z,jacksonvillesheriff,1,ConnectDuval,Duval County,FL,ok,200,,,https://api.fususone.com/api/public/organizations/jacksonvillesheriff/stats/,6800,9707,2586,6975,1500,1638
True,2026-09-15T23:17:26Z,2026-09-15T23:19:57Z,jeffersoncountysheriff,1,Connect Jefferson County,Jefferson County,AL,ok,200,,,https://api.fususone.com/api/public/organizations/jeffersoncountysheriff/stats/,1469,2674,1788,808,1500,1786
True,2026-09-15T23:17:26Z,2026-09-15T23:19:58Z,kalamazoodps,1,Connect Kalamazoo,Kalamazoo,MI,ok,200,,,https://api.fususone.com/api/public/organizations/kalamazoodps/stats/,837,1104,1104,0,1500,1093
True,2026-09-15T23:17:26Z,2026-09-15T23:19:59Z,kansascitykspd,1,Connect KCK,"Kansas City, Kansas",KS,ok,200,,,https://api.fususone.com/api/public/organizations/kansascitykspd/stats/,3340,1193,1148,45,1500,1144
True,2026-09-15T23:17:26Z,2026-09-15T23:20:00Z,kennesawpd,1,Connect Kennesaw,Kennesaw,GA,ok,200,,,https://api.fususone.com/api/public/organizations/kennesawpd/stats/,566,9229,257,34,500,256
True,2026-09-15T23:17:26Z,2026-09-15T23:20:01Z,kentcountysd,1,The Kent Safety Network,Kent County,MI,ok,200,,,https://api.fususone.com/api/public/organizations/kentcountysd/stats/,575,2705,735,1942,4500,485
True,2026-09-15T23:17:26Z,2026-09-15T23:20:02Z,killeenpd,1,KPD Connect,Killeen,TX,ok,200,,,https://api.fususone.com/api/public/organizations/killeenpd/stats/,1406,505,505,0,1500,497
True,2026-09-15T23:17:26Z,2026-09-15T23:20:03Z,knoxvillepdtn,1,Connect Knoxville,Knoxville,TN,ok,200,,,https://api.fususone.com/api/public/organizations/knoxvillepdtn/stats/,581,682,552,130,500,187
True,2026-09-15T23:17:26Z,2026-09-15T23:20:04Z,kylepdtx,1,Connect Kyle,Kyle,TX,ok,200,,,https://api.fususone.com/api/public/organizations/kylepdtx/stats/,153,110,110,0,500,110
True,2026-09-15T23:17:26Z,2026-09-15T23:20:05Z,lafayettepd,1,Connect Lafayette,Lafayette,LA,ok,200,,,https://api.fususone.com/api/public/organizations/lafayettepd/stats/,378,2210,1576,350,1500,1545
True,2026-09-15T23:17:26Z,2026-09-15T23:20:06Z,lafourcheparishso,1,Connect Lafourche Parish,Lafourche Parish,LA,ok,200,,,https://api.fususone.com/api/public/organizations/lafourcheparishso/stats/,755,136,136,0,500,136
True,2026-09-15T23:17:26Z,2026-09-15T23:20:07Z,lagrangepd,1,Connect Lagrange,Lagrange,GA,ok,200,,,https://api.fususone.com/api/public/organizations/lagrangepd/stats/,37,58,58,0,150,52
True,2026-09-15T23:17:26Z,2026-09-15T23:20:08Z,lagunabeachpd,1,Connect Laguna Beach,Laguna Beach,CA,ok,200,,,https://api.fususone.com/api/public/organizations/lagunabeachpd/stats/,0,25,25,0,148,25
True,2026-09-15T23:17:26Z,2026-09-15T23:20:09Z,lakecountysheriff,1,Connect Lake County,Lake County,FL,ok,200,,,https://api.fususone.com/api/public/organizations/lakecountysheriff/stats/,2249,6351,96,5760,1500,80
True,2026-09-15T23:17:26Z,2026-09-15T23:20:10Z,lakewoodpdco,1,Connect Lakewood,Lakewood,CO,ok,200,,,https://api.fususone.com/api/public/organizations/lakewoodpdco/stats/,151,496,496,0,0,484
True,2026-09-15T23:17:26Z,2026-09-15T23:20:11Z,lapd,1,Connect Los Angeles,Los Angeles,CA,ok,200,,,https://api.fususone.com/api/public/organizations/lapd/stats/,0,271,271,0,0,216
True,2026-09-15T23:17:26Z,2026-09-15T23:20:12Z,lasd,1,Connect Los Angeles County,Los Angeles County,CA,ok,200,,,https://api.fususone.com/api/public/organizations/lasd/stats/,2177,2999,1595,1404,1500,442
True,2026-09-15T23:17:26Z,2026-09-15T23:20:13Z,lawrencepdks,1,Connect Lawrence,Lawrence,KS,ok,200,,,https://api.fususone.com/api/public/organizations/lawrencepdks/stats/,132,467,467,0,500,467
True,2026-09-15T23:17:26Z,2026-09-15T23:20:14Z,lawrencevillepdga,1,Connect Lawrenceville,"Lawrenceville, Georgia",GA,ok,200,,,https://api.fususone.com/api/public/organizations/lawrencevillepdga/stats/,0,707,456,193,1,453
True,2026-09-15T23:17:26Z,2026-09-15T23:20:15Z,lawtonpdok,1,Connect Lawton,Lawton,OK,ok,200,,,https://api.fususone.com/api/public/organizations/lawtonpdok/stats/,0,24,24,0,0,24
True,2026-09-15T23:17:26Z,2026-09-15T23:20:16Z,leavenworthpdks,1,Connect Leavenworth,Leavenworth,KS,ok,200,,,https://api.fususone.com/api/public/organizations/leavenworthpdks/stats/,0,47,47,0,0,47
True,2026-09-15T23:17:26Z,2026-09-15T23:20:17Z,lenexapdks,1,Connect Lenexa,Lenexa,KS,ok,200,,,https://api.fususone.com/api/public/organizations/lenexapdks/stats/,0,1169,334,0,0,324
True,2026-09-15T23:17:26Z,2026-09-15T23:20:18Z,lexingtonky,1,Connect Lexington,Lexington,KY,ok,200,,,https://api.fususone.com/api/public/organizations/lexingtonky/stats/,2107,1087,811,275,10000,807
