snapshot_at,org,programs,city,state,totalRegisteredCameras,totalIntegratedCameras,totalOwnedCameras,totalSharedCameras,totalMaxCameras,subscribedCameras,observed_at,program_count,status,http_status,error,missing_metrics,source_url
2026-09-15T23:17:26Z,dearbornpdmi,Connect Dearborn,Dearborn,MI,686,674,513,4,1500,499,2026-09-15T23:19:00Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/dearbornpdmi/stats/
2026-09-15T23:17:26Z,dekalbcountyga,Connect DeKalb County,DeKalb County,GA,3513,9123,901,44,1500,751,2026-09-15T23:19:01Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/dekalbcountyga/stats/
2026-09-15T23:17:26Z,delraybeach,Connect Delray Beach,Delray Beach,FL,887,523,297,0,500,286,2026-09-15T23:19:02Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/delraybeach/stats/
2026-09-15T23:17:26Z,dentonpdtx,Denton Connects,Denton,TX,2,186,186,0,0,183,2026-09-15T23:19:03Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/dentonpdtx/stats/
2026-09-15T23:17:26Z,dothanpd,Connect Dothan,Dothan,AL,0,186,186,0,0,178,2026-09-15T23:19:04Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/dothanpd/stats/
2026-09-15T23:17:26Z,douglascountysonv,Safer Douglas County,Douglas County,NV,0,50,50,0,100,50,2026-09-15T23:19:05Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/douglascountysonv/stats/
2026-09-15T23:17:26Z,douglasvillepolice,Connect Douglasville,Douglasville ,GA,260,12889,397,3354,10000,397,2026-09-15T23:19:06Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/douglasvillepolice/stats/
2026-09-15T23:17:26Z,duncanvillepdtx,Connect Duncanville,Duncanville,TX,15,128,120,8,0,116,2026-09-15T23:19:07Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/duncanvillepdtx/stats/
2026-09-15T23:17:26Z,eaganpdmn,Connect Eagan,Eagan,MN,21,76,76,0,0,76,2026-09-15T23:19:08Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/eaganpdmn/stats/
2026-09-15T23:17:26Z,eastbatonrougesola,Connect East Baton Rouge,East Baton Rouge,LA,28,66,27,39,500,27,2026-09-15T23:19:09Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/eastbatonrougesola/stats/
2026-09-15T23:17:26Z,eastpointpdga,Connect East Point,East Point,GA,60,5112,382,469,500,374,2026-09-15T23:19:10Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/eastpointpdga/stats/
2026-09-15T23:17:26Z,elcajonpdca,Connect El Cajon,El Cajon,CA,51,221,185,36,0,166,2026-09-15T23:19:11Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/elcajonpdca/stats/
2026-09-15T23:17:26Z,elizabethnj,Connect Elizabeth,Elizabeth,NJ,184,3442,625,2566,2690,594,2026-09-15T23:19:12Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/elizabethnj/stats/
2026-09-15T23:17:26Z,elyriapdoh,Connect Elyria,Elyria,OH,174,280,231,49,150,219,2026-09-15T23:19:13Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/elyriapdoh/stats/
2026-09-15T23:17:26Z,escambiafl,Star Network,Escambia County,FL,1488,1265,917,109,1500,367,2026-09-15T23:19:14Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/escambiafl/stats/
2026-09-15T23:17:26Z,euclidpdoh,Connect Euclid,Euclid,OH,288,209,209,0,0,209,2026-09-15T23:19:15Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/euclidpdoh/stats/
2026-09-15T23:17:26Z,eurekapdmo,Connect Eureka,Eureka,MO,183,11,0,11,0,0,2026-09-15T23:19:16Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/eurekapdmo/stats/
2026-09-15T23:17:26Z,fairfaxcopd,Connect Fairfax County,Fairfax County,VA,3526,2188,724,1425,1500,623,2026-09-15T23:19:17Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/fairfaxcopd/stats/
2026-09-15T23:17:26Z,farmingtonpd,Connect Farmington,Farmington ,NM,55,545,545,0,1500,529,2026-09-15T23:19:18Z,2,ok,200,,,https://api.fususone.com/api/public/organizations/farmingtonpd/stats/
2026-09-15T23:17:26Z,fayettevillepd,Connect Fayetteville,Fayetteville,NC,1532,533,442,48,1500,439,2026-09-15T23:19:19Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/fayettevillepd/stats/
2026-09-15T23:17:26Z,federalwaypdwa,Connect Federal Way,Federal Way,WA,0,247,247,0,0,242,2026-09-15T23:19:20Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/federalwaypdwa/stats/
2026-09-15T23:17:26Z,flaglercountysheriff,Connect Flagler County,Flagler County,FL,932,2169,1962,0,10000,1942,2026-09-15T23:19:21Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/flaglercountysheriff/stats/
2026-09-15T23:17:26Z,forestparkpd,Connect Forest Park,Forest Park,GA,13,10503,239,295,10000,221,2026-09-15T23:19:22Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/forestparkpd/stats/
2026-09-15T23:17:26Z,forsyth,Connect Forsyth County,"Forsyth County, NC",SC,1441,1052,495,183,500,475,2026-09-15T23:19:23Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/forsyth/stats/
2026-09-15T23:17:26Z,forsythcosoga,Connect Forsyth County,Forsyth County,GA,776,6923,93,3347,1500,93,2026-09-15T23:19:24Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/forsythcosoga/stats/
2026-09-15T23:17:26Z,fortbendcounty,Connect Fort Bend,Fort Bend County,TX,559,205,201,4,500,201,2026-09-15T23:19:25Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/fortbendcounty/stats/
2026-09-15T23:17:26Z,fortwaltonbeachpd,Connect Fort Walton Beach,Fort Walton Beach,FL,6,261,222,9,300,226,2026-09-15T23:19:26Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/fortwaltonbeachpd/stats/
2026-09-15T23:17:26Z,garypd,Connect Gary,Gary,IN,1672,1321,795,0,1500,750,2026-09-15T23:19:27Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/garypd/stats/
2026-09-15T23:17:26Z,glendorapdca,Connect Glendora,Glendora,CA,20,101,101,0,0,101,2026-09-15T23:19:28Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/glendorapdca/stats/
2026-09-15T23:17:26Z,grapevinepdtx,Connect Grapevine,Grapevine,TX,2,261,230,25,1,213,2026-09-15T23:19:29Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/grapevinepdtx/stats/
2026-09-15T23:17:26Z,greeleypd,Connect Greeley,Greeley,CO,247,2415,245,2170,1500,229,2026-09-15T23:19:30Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/greeleypd/stats/
2026-09-15T23:17:26Z,greensboropd,Connect Greensboro,Greensboro,NC,752,1178,716,156,1501,676,2026-09-15T23:19:31Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/greensboropd/stats/
2026-09-15T23:17:26Z,greenvillecsosc,Connect Greenville County,Greenville County,SC,203,281,232,49,3000,232,2026-09-15T23:19:32Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/greenvillecsosc/stats/
2026-09-15T23:17:26Z,guilfordsheriff,Connect Guilford County,Guilford County ,NC,869,226,181,40,500,180,2026-09-15T23:19:33Z,1,ok,200,,,https://api.fususone.com/api/public/organizations/guilfordsheriff/stats/
